,value,percentage,datetime
0,146298.76,1,2021-01-01T00:00:00.000+01:00
1,129503.338,1,2021-02-01T00:00:00.000+01:00
2,144652.408,1,2021-03-01T00:00:00.000+01:00
3,129506.033,1,2021-04-01T00:00:00.000+02:00
4,130651.022,1,2021-05-01T00:00:00.000+02:00
5,128050.949,1,2021-06-01T00:00:00.000+02:00
6,140864.511,1,2021-07-01T00:00:00.000+02:00
7,130850.035,1,2021-08-01T00:00:00.000+02:00
8,133323.629,1,2021-09-01T00:00:00.000+02:00
9,135918.94,1,2021-10-01T00:00:00.000+02:00
10,140846.25,1,2021-11-01T00:00:00.000+01:00
11,141258.077,1,2021-12-01T00:00:00.000+01:00
